source_city,destination_city,km,fuel,toll
Covilhã,Peso da Régua,100.72,13.59,1.38
Condeixa-a-Nova,Covilhã,87.13,12.25,0.27
Covilhã,São Pedro do Sul,70.66,6.2,0.5
Covilhã,Sobrado de Paiva,107.05,5.88,0.22
Covilhã,Ponte de Sôr,122.99,6.84,3.94
Cabeceiras de Basto,Covilhã,143.3,16.25,1.4
Covilhã,Quarteira,360.57,20.24,0.43
Covilhã,Sertã,74.13,6.92,4.06
Batalha,Covilhã,132.63,16.19,0.84
Covilhã,Macedo de Cavaleiros,146.34,20.16,1.92
Covilhã,Ramada,219.36,25.57,1.7
Covilhã,Serpa,260.99,23.81,1.04
Castro Daire,Covilhã,77.69,10.23,2.28
Covilhã,Penacova,65.23,5.27,2.59
Covilhã,Moura,238.02,31.28,3.62
Covilhã,Sobreda,232.46,20.56,4.83
Covilhã,Nazaré,153.9,9.08,1.47
Covilhã,Grândola,251.41,34.0,2.58
Anta,Covilhã,124.57,8.0,2.51
Covilhã,Falagueira,225.1,13.19,2.45
Cadaval,Covilhã,178.76,16.24,1.32
Covilhã,Valbom,130.52,7.55,0.91
Covilhã,Horta,1826.09,159.36,0.76
Covilhã,Estremoz,160.18,17.25,2.27
Covilhã,Sines,284.15,30.68,3.35
Covilhã,São Martinho do Bispo,83.49,7.58,0.41
Covilhã,Valença,215.89,30.29,4.25
Covilhã,Gouveia,25.52,3.44,2.86
Covilhã,Nelas,39.43,2.77,0.73
Covilhã,Gafanha da Nazaré,110.28,12.68,3.3
Alcanena,Covilhã,135.57,16.8,2.1
Arruda dos Vinhos,Covilhã,197.28,25.81,3.01
Covilhã,Ribeira Brava,1201.86,158.39,1.73
Aldeia de Paio Pires,Covilhã,228.48,23.37,2.18
Covilhã,Fátima,123.52,15.35,0.97
Bombarral,Covilhã,181.4,20.11,2.45
Covilhã,Vila Pouca de Aguiar,133.73,16.93,1.93
Covilhã,Miranda do Corvo,73.82,7.32,1.85
Covilhã,Lamaçães,159.04,23.13,2.81
Alcácer do Sal,Covilhã,229.42,32.18,1.49
Covilhã,Vieira do Minho,159.12,9.44,0.06
Covilhã,Moreira,144.61,16.08,2.99
Aldoar,Covilhã,139.3,18.98,0.38
Covilhã,São Félix da Marinha,126.38,13.56,1.42
Covilhã,Sabugal,35.72,2.14,1.88
Covilhã,Mira,106.25,10.77,4.5
Covilhã,Sátão,53.24,7.21,1.19
Arcozelo,Covilhã,128.98,11.69,2.03
Covilhã,Sever do Vouga,87.83,4.44,0.97
Arganil,Covilhã,47.7,6.72,1.73
Covilhã,Tábua,46.26,3.27,1.89
Covilhã,Ponte da Barca,186.11,14.68,4.53
Covilhã,Eiras,78.73,8.53,5.0
Alijó,Covilhã,110.3,7.47,3.87
Covilhã,Vendas Novas,196.27,27.36,0.5
Covilhã,Portela,216.64,29.88,3.33
Costa de Caparica,Covilhã,235.38,12.11,4.67
Covilhã,Óbidos,174.9,18.49,2.52
Ansião,Covilhã,89.39,8.85,1.65
Covilhã,Santa Comba Dão,55.05,6.45,0.69
Calheta,Covilhã,1203.46,72.63,0.29
Covilhã,Esmoriz,121.71,13.4,4.43
Covilhã,São João das Lampas,227.73,29.17,1.65
Covilhã,Resende,98.35,12.65,4.65
Covilhã,Vila Frescainha,169.26,22.48,1.65
Covilhã,Feira,113.46,6.53,3.49
Avintes,Covilhã,127.5,18.1,3.43
Covilhã,Reguengos de Monsaraz,207.25,26.76,2.24
Covilhã,Oliveirinha,99.35,6.25,4.49
Covilhã,Valadares,131.8,11.91,1.38
Covilhã,São Brás de Alportel,349.42,49.91,2.74
Covilhã,Santo André,269.91,14.01,2.62
Covilhã,Murtosa,108.86,14.57,1.89
Covilhã,São João de Ver,115.96,10.14,0.45
Covilhã,Grijó,123.5,12.03,1.94
Covilhã,Vouzela,71.26,9.45,2.66
Covilhã,Montalegre,172.82,13.46,2.11
Covilhã,Cunha Alta,38.99,4.18,0.61
Covilhã,Melres,115.64,8.28,0.82
Covilhã,Vila Franca do Campo,1576.55,127.51,5.0
Covilhã,Estreito de Câmara de Lobos,1197.2,97.83,4.01
Covilhã,Oliveira de Frades,75.93,6.85,2.19
Covilhã,Ericeira,220.31,26.05,0.78
Covilhã,Moimenta da Beira,78.19,10.89,2.51
Covilhã,Sobral de Monte Agraço,199.57,12.52,3.21
Covilhã,Setúbal,229.18,23.97,1.78
Covilhã,Praia do Carvoeiro,363.24,48.2,3.19
Covilhã,Santa Clara,80.5,7.83,2.98
Covilhã,Maceira,136.53,15.65,0.64
Covilhã,Trancoso,56.96,7.57,0.11
Carregal do Sal,Covilhã,45.62,6.22,0.08
Covilhã,Idanha-a-Nova,46.2,5.17,2.15
Covilhã,Guifões,141.67,15.4,0.49
Covilhã,Pinhel,66.56,5.17,3.34
Covilhã,Mortágua,63.48,7.56,1.81
Covilhã,Tavarede,115.16,7.17,4.77
Aljustrel,Covilhã,273.22,14.16,3.99
Covilhã,Melgaço,213.53,13.43,1.91
Covilhã,Paredes de Coura,201.5,10.82,1.89
Covilhã,Gondizalves,161.35,12.44,2.27
Covilhã,Rebordosa,129.37,12.83,1.62
Covilhã,Vinhais,175.4,14.72,4.69
Carregado,Covilhã,188.73,22.71,3.45
Caxias,Covilhã,233.3,12.87,4.18
Almargem,Covilhã,220.41,27.38,0.16
Aver-o-Mar,Covilhã,164.13,23.61,3.64
Covilhã,Vila Nova de Cerveira,211.6,14.76,2.98
Covilhã,Ponta do Sol,1203.7,66.17,2.81
Covilhã,Rabo de Peixe,1586.64,101.87,2.88
Covilhã,Lourosa,118.04,9.53,4.88
Covilhã,Ferreira do Zêzere,93.11,6.62,4.01
Covilhã,Torre de Moncorvo,106.41,6.62,0.18
Chamusca,Covilhã,132.57,10.6,0.76
Caldas da Rainha,Montijo,79.16,11.42,0.47
Caldas da Rainha,Rio Tinto,203.11,14.25,2.95
Caldas da Rainha,Fafe,241.33,24.09,0.01
Caldas da Rainha,Sesimbra,106.98,10.67,1.39
Amora,Caldas da Rainha,86.65,11.69,2.4
Caldas da Rainha,Vila Verde,255.87,28.16,2.06
Caldas da Rainha,Águeda,142.35,18.61,4.85
Caldas da Rainha,Vale de Cavalos,84.04,7.42,0.42
Caldas da Rainha,Lousada,220.6,17.14,2.67
Caldas da Rainha,Rio de Mouro,72.84,10.37,3.94
Caldas da Rainha,Corroios,87.96,12.55,2.47
Caldas da Rainha,Ourém,54.67,4.84,3.45
Caldas da Rainha,Olhão,287.48,28.95,3.64
Albufeira,Caldas da Rainha,268.71,24.15,2.0
Caldas da Rainha,Ponte de Lima,266.19,27.97,1.89
Alenquer,Caldas da Rainha,40.78,5.75,3.28
Caldas da Rainha,Santa Cruz,1018.38,122.19,2.22
Caldas da Rainha,Guarda,202.96,15.03,1.74
Caldas da Rainha,Chaves,294.96,30.88,2.94
Caldas da Rainha,Tomar,65.5,3.34,3.62
Abrantes,Caldas da Rainha,80.88,9.46,4.29
Caldas da Rainha,Marinha Grande,41.71,4.42,4.24
Caldas da Rainha,Trofa,219.89,15.17,1.19
Caldas da Rainha,Mafamude,195.03,18.6,2.54
Caldas da Rainha,Ermezinde,206.74,18.37,3.68
Caldas da Rainha,Silves,254.37,37.27,2.4
Caldas da Rainha,Torres Novas,52.6,7.64,0.01
Caldas da Rainha,Cantanhede,114.16,6.5,1.99
Beja,Caldas da Rainha,190.09,12.4,1.15
Agualva,Caldas da Rainha,72.09,7.69,4.64
Caldas da Rainha,Câmara de Lobos,1028.81,94.04,4.17
Angra do Heroísmo,Caldas da Rainha,1565.03,203.01,0.22
Bragança,Caldas da Rainha,333.75,23.46,4.12
Caldas da Rainha,Esposende,238.01,23.93,1.83
Caldas da Rainha,Ribeira Grande,1435.56,127.7,2.51
Caldas da Rainha,Ílhavo,138.41,7.98,3.75
Caldas da Rainha,Lagos,259.35,20.46,4.68
Caldas da Rainha,Espinho,182.95,11.0,2.27
Caldas da Rainha,Charneca,87.82,4.77,1.94
Caldas da Rainha,Santiago do Cacém,158.92,18.57,4.67
Caldas da Rainha,Perafita,205.16,28.24,4.71
Caldas da Rainha,Póvoa de Santa Iria,61.42,8.44,1.75
Caldas da Rainha,Fundão,161.74,23.99,0.48
Benavente,Caldas da Rainha,54.53,5.83,0.54
Caldas da Rainha,Senhora da Hora,201.77,19.25,4.23
Caldas da Rainha,Tondela,152.67,10.35,2.89
Arrentela,Caldas da Rainha,86.66,12.33,2.94
Caldas da Rainha,Massamá,73.16,3.94,1.75
Anadia,Caldas da Rainha,128.84,13.9,2.11
Caldas da Rainha,Águas Santas,205.66,14.35,0.67
Caldas da Rainha,Estarreja,156.85,14.8,2.09
Caldas da Rainha,Lamego,219.02,32.07,4.86
Caldas da Rainha,Peniche,21.48,2.99,1.54
Caldas da Rainha,Estoril,81.07,11.14,0.7
Caldas da Rainha,Montemor-o-Velho,93.39,11.94,0.8
Caldas da Rainha,Tavira,284.12,17.32,1.67
Caldas da Rainha,Odemira,207.13,30.11,0.7
Caldas da Rainha,Lourinhã,23.73,2.82,1.08
Albergaria-a-Velha,Caldas da Rainha,153.43,11.11,3.91
Caldas da Rainha,Pinhal Novo,88.41,7.22,4.88
Caldas da Rainha,Portalegre,148.54,21.88,1.46
Caldas da Rainha,Cartaxo,40.64,4.51,4.22
Caldas da Rainha,Porto de Mós,34.86,3.56,0.77
Caldas da Rainha,Pontinha,71.16,8.54,2.74
Caldas da Rainha,Mirandela,283.91,24.66,0.9
Caldas da Rainha,Vizela,230.66,28.2,2.92
Almeirim,Caldas da Rainha,49.93,5.35,1.47
Caldas da Rainha,Caniço,1022.42,120.78,2.98
Caldas da Rainha,São Mamede de Infesta,203.28,24.23,4.18
Caldas da Rainha,Fânzeres,202.02,19.37,1.43
Caldas da Rainha,Oliveira do Bairro,134.68,14.39,4.08
Caldas da Rainha,Lagoa,1442.86,155.49,1.48
Caldas da Rainha,Vale de Cambra,172.09,23.5,0.25
Caldas da Rainha,Vagos,133.3,8.65,2.12
Arcos de Valdevez,Caldas da Rainha,278.04,30.83,0.45
Arouca,Caldas da Rainha,185.32,17.59,0.9
Caldas da Rainha,Lordelo do Ouro,198.25,19.12,0.1
Caldas da Rainha,Salvaterra de Magos,51.69,6.68,4.74
Caldas da Rainha,Meixedo,337.3,30.36,0.76
Caldas da Rainha,Póvoa de Lanhoso,250.91,22.89,4.73
Caldas da Rainha,Machico,1012.36,147.43,0.82
Azambuja,Caldas da Rainha,44.37,4.22,2.67
Caldas da Rainha,Seia,166.35,15.47,2.88
Caldas da Rainha,São João da Madeira,174.43,18.41,4.11
Bougado,Caldas da Rainha,219.59,28.61,4.72
Cacém,Caldas da Rainha,72.21,8.77,4.73
Caldas da Rainha,Vialonga,59.34,6.11,3.58
Caldas da Rainha,Rio Maior,19.31,1.37,4.88
Belas,Caldas da Rainha,70.73,9.86,3.87
Caldas da Rainha,Praia da Vitória,1550.96,186.39,4.34
Caldas da Rainha,Laranjeira,83.29,11.93,0.43
Caldas da Rainha,Oliveira do Hospital,152.15,15.92,2.86
Caldas da Rainha,Ul,165.96,20.25,4.07
Caldas da Rainha,Oliveira de Azemeis,168.77,19.77,0.68
Caldas da Rainha,Elvas,180.36,9.88,0.23
Baião,Caldas da Rainha,216.75,30.57,4.68
Caldas da Rainha,Costas de Cão,82.66,11.59,0.44
Caldas da Rainha,Caparica,82.13,6.73,2.71
Caldas da Rainha,Mealhada,122.72,8.5,1.09
Caldas da Rainha,Cinfães,204.93,17.94,0.06
Caldas da Rainha,Entroncamento,58.03,5.38,1.32
Caldas da Rainha,Celorico de Basto,240.02,17.78,2.62
Alfena,Caldas da Rainha,209.86,21.23,1.41
Caldas da Rainha,Coruche,72.4,5.21,0.22
Caldas da Rainha,Piedade,81.8,11.3,2.1
Caldas da Rainha,Soure,85.45,7.61,1.91
Caldas da Rainha,Monção,301.24,27.03,0.27
Caldas da Rainha,Vila Real de Santo António,287.45,40.96,3.82
Amares,Caldas da Rainha,256.05,36.5,2.31
Caldas da Rainha,Camarate,66.69,8.4,1.39
Caldas da Rainha,Sacavém,68.05,6.05,2.22
Caldas da Rainha,Mangualde,177.24,10.01,4.58
Caldas da Rainha,Santa Iria da Azóia,62.36,7.91,0.75
Caldas da Rainha,São Tiago de Custoias,204.13,27.56,0.29
Caldas da Rainha,Parede,81.49,6.1,1.61
Caldas da Rainha,Lousã,109.3,6.19,3.63
Alcochete,Caldas da Rainha,73.92,8.28,3.07
Caldas da Rainha,Montemor-o-Novo,115.76,14.92,2.27
Caldas da Rainha,Peso da Régua,226.18,19.49,4.72
Caldas da Rainha,Condeixa-a-Nova,95.83,4.8,3.92
Caldas da Rainha,São Pedro do Sul,174.82,9.28,1.73
Caldas da Rainha,Sobrado de Paiva,195.98,15.16,0.88
Caldas da Rainha,Ponte de Sôr,98.73,6.01,4.94
Cabeceiras de Basto,Caldas da Rainha,253.32,33.43,4.78
Caldas da Rainha,Quarteira,274.84,18.34,3.36
Caldas da Rainha,Sertã,99.14,11.13,4.73
Batalha,Caldas da Rainha,38.85,2.63,4.3
Caldas da Rainha,Macedo de Cavaleiros,300.19,32.55,3.42
Caldas da Rainha,Ramada,67.14,9.76,1.61
Caldas da Rainha,Serpa,212.19,21.32,4.09
Caldas da Rainha,Castro Daire,194.91,15.34,2.42
Caldas da Rainha,Penacova,121.05,17.06,2.0
Caldas da Rainha,Moura,203.1,15.33,3.75
Caldas da Rainha,Sobreda,84.2,11.13,1.94
Caldas da Rainha,Nazaré,22.26,1.73,2.19
Caldas da Rainha,Grândola,145.18,15.23,2.31
Anta,Caldas da Rainha,182.96,18.37,1.57
Caldas da Rainha,Falagueira,72.36,8.37,0.97
Cadaval,Caldas da Rainha,17.7,2.32,0.56
Caldas da Rainha,Valbom,197.73,16.64,3.72
Caldas da Rainha,Horta,1689.16,131.15,2.32
Caldas da Rainha,Estremoz,147.83,16.25,4.79
Caldas da Rainha,Sines,162.94,12.5,0.99
Caldas da Rainha,São Martinho do Bispo,105.49,7.34,2.4
Caldas da Rainha,Valença,294.17,27.3,2.4
Caldas da Rainha,Gouveia,178.78,15.8,2.56
Caldas da Rainha,Nelas,165.11,17.1,4.72
Caldas da Rainha,Gafanha da Nazaré,140.81,7.56,1.27
Alcanena,Caldas da Rainha,40.65,5.24,0.45
Arruda dos Vinhos,Caldas da Rainha,47.41,6.92,0.02
Caldas da Rainha,Ribeira Brava,1032.97,149.3,1.25
Aldeia de Paio Pires,Caldas da Rainha,86.72,12.2,4.65
Caldas da Rainha,Fátima,47.19,4.71,0.62
Bombarral,Caldas da Rainha,15.62,1.41,4.27
Caldas da Rainha,Vila Pouca de Aguiar,263.47,36.33,2.23
Caldas da Rainha,Miranda do Corvo,103.24,15.26,0.77
Caldas da Rainha,Lamaçães,245.54,30.65,1.92
Alcácer do Sal,Caldas da Rainha,126.92,13.83,3.7
Caldas da Rainha,Vieira do Minho,261.43,24.77,1.75
Caldas da Rainha,Moreira,208.64,18.99,1.15
Aldoar,Caldas da Rainha,199.74,20.94,2.62
Caldas da Rainha,São Félix da Marinha,185.86,13.64,1.55
Caldas da Rainha,Sabugal,204.12,19.31,3.89
Caldas da Rainha,Mira,118.47,14.27,1.9
Caldas da Rainha,Sátão,190.67,12.32,4.92
Arcozelo,Caldas da Rainha,187.88,15.28,0.39
Caldas da Rainha,Sever do Vouga,159.57,9.35,1.34
Arganil,Caldas da Rainha,129.23,6.47,2.71
Caldas da Rainha,Tábua,142.33,11.73,4.89
Caldas da Rainha,Ponte da Barca,273.42,24.29,2.65
Caldas da Rainha,Eiras,110.99,14.38,1.89
Alijó,Caldas da Rainha,251.03,24.12,4.05
Caldas da Rainha,Vendas Novas,100.11,12.7,1.39
Caldas da Rainha,Portela,69.32,7.9,2.17
Caldas da Rainha,Costa de Caparica,85.06,10.52,1.62
Caldas da Rainha,Óbidos,5.3,0.39,0.86
Ansião,Caldas da Rainha,82.72,8.39,3.74
Caldas da Rainha,Santa Comba Dão,139.69,10.81,3.96
Caldas da Rainha,Calheta,1034.33,97.8,3.21
Caldas da Rainha,Esmoriz,177.99,18.22,0.23
Caldas da Rainha,São João das Lampas,64.49,3.85,3.52
Caldas da Rainha,Resende,213.37,27.14,3.62
Caldas da Rainha,Vila Frescainha,240.42,31.99,3.55
Caldas da Rainha,Feira,176.03,23.1,2.43
Avintes,Caldas da Rainha,195.18,19.7,2.54
Caldas da Rainha,Reguengos de Monsaraz,177.24,16.32,0.87
Caldas da Rainha,Oliveirinha,141.22,14.57,0.34
Caldas da Rainha,Valadares,192.02,16.19,1.83
Caldas da Rainha,São Brás de Alportel,273.45,24.72,1.98
Caldas da Rainha,Santo André,151.91,18.17,0.06
Caldas da Rainha,Murtosa,153.66,18.15,0.8
Caldas da Rainha,São João de Ver,178.83,21.93,0.26
Caldas da Rainha,Grijó,186.37,19.84,1.66
Caldas da Rainha,Vouzela,170.27,24.09,2.49
Caldas da Rainha,Montalegre,291.57,43.46,0.51
Caldas da Rainha,Cunha Alta,181.03,22.11,0.4
Caldas da Rainha,Melres,194.91,28.05,1.37
Caldas da Rainha,Vila Franca do Campo,1430.75,121.47,3.56
Caldas da Rainha,Estreito de Câmara de Lobos,1028.44,73.76,3.08
Caldas da Rainha,Oliveira de Frades,168.31,9.76,3.78
Caldas da Rainha,Ericeira,54.88,6.11,3.39
Caldas da Rainha,Moimenta da Beira,217.59,30.87,2.99
Caldas da Rainha,Sobral de Monte Agraço,43.34,4.57,4.49
Caldas da Rainha,Setúbal,100.23,13.53,1.66
Caldas da Rainha,Praia do Carvoeiro,262.69,33.88,0.74
Caldas da Rainha,Santa Clara,105.59,12.86,0.89
Caldas da Rainha,Maceira,37.39,3.66,3.41
Caldas da Rainha,Trancoso,215.77,27.56,4.64
Caldas da Rainha,Carregal do Sal,149.75,9.92,4.25
Caldas da Rainha,Idanha-a-Nova,172.66,9.71,3.46
Caldas da Rainha,Guifões,203.22,12.54,1.59
Caldas da Rainha,Pinhel,233.45,14.17,1.78
Caldas da Rainha,Mortágua,134.16,14.03,0.17
Caldas da Rainha,Tavarede,87.96,4.6,0.78
Aljustrel,Caldas da Rainha,189.66,10.19,3.74
Caldas da Rainha,Melgaço,309.74,45.35,1.79
Caldas da Rainha,Paredes de Coura,282.33,26.43,2.49
Caldas da Rainha,Gondizalves,244.08,34.2,3.23
Caldas da Rainha,Rebordosa,210.06,21.07,4.87
Caldas da Rainha,Vinhais,322.92,33.34,4.22
Caldas da Rainha,Carregado,45.73,5.08,0.9
Caldas da Rainha,Caxias,79.5,11.33,2.05
Almargem,Caldas da Rainha,63.19,7.66,1.98
Aver-o-Mar,Caldas da Rainha,223.93,32.26,4.58
Caldas da Rainha,Vila Nova de Cerveira,283.24,40.9,3.04
Caldas da Rainha,Ponta do Sol,1034.74,136.46,2.68
Caldas da Rainha,Rabo de Peixe,1441.64,163.3,3.04
Caldas da Rainha,Lourosa,182.02,16.32,1.43
Caldas da Rainha,Ferreira do Zêzere,80.21,6.17,0.54
Caldas da Rainha,Torre de Moncorvo,261.98,18.16,2.03
Caldas da Rainha,Chamusca,56.72,4.36,1.12
Montijo,Rio Tinto,277.4,39.28,2.58
Fafe,Montijo,312.51,24.01,0.2
Montijo,Sesimbra,30.94,3.44,3.12
Amora,Montijo,15.2,1.93,3.4
Montijo,Vila Verde,330.05,17.8,2.27
Montijo,Águeda,212.46,15.13,0.7
Montijo,Vale de Cavalos,16.35,1.43,4.69
Lousada,Montijo,292.33,16.63,0.69
Montijo,Rio de Mouro,31.84,3.2,1.81
Corroios,Montijo,18.24,1.53,0.63
Montijo,Ourém,110.27,9.24,3.32
Montijo,Olhão,211.32,13.84,4.27
Albufeira,Montijo,190.35,28.2,3.72
Montijo,Ponte de Lima,341.61,45.98,2.1
Alenquer,Montijo,38.76,2.75,0.63
Montijo,Santa Cruz,975.55,58.78,0.48
Guarda,Montijo,250.67,31.79,0.14
Chaves,Montijo,360.51,53.43,2.41
Montijo,Tomar,110.5,13.33,4.58
Abrantes,Montijo,107.97,6.82,3.43
Marinha Grande,Montijo,115.84,7.63,3.85
Montijo,Trofa,294.45,24.7,2.54
Mafamude,Montijo,269.51,21.66,4.78
Ermezinde,Montijo,280.91,27.66,4.39
Montijo,Silves,175.49,24.98,4.92
Montijo,Torres Novas,94.51,5.14,3.5
Cantanhede,Montijo,185.18,23.7,1.03
Beja,Montijo,123.76,16.59,4.95
Agualva,Montijo,29.01,3.12,4.91
Câmara de Lobos,Montijo,986.48,87.0,4.49
Angra do Heroísmo,Montijo,1584.49,226.3,2.67
Bragança,Montijo,392.36,47.32,3.48
Esposende,Montijo,314.48,40.56,1.9
Montijo,Ribeira Grande,1449.06,214.98,2.49
Montijo,Ílhavo,212.07,31.06,1.46
Lagos,Montijo,180.2,22.78,3.55
Espinho,Montijo,257.55,29.81,0.17
Charneca,Montijo,20.55,1.73,2.66
Montijo,Santiago do Cacém,80.1,5.1,0.98
Montijo,Perafita,280.69,27.41,3.92
Montijo,Póvoa de Santa Iria,18.63,1.41,0.59
Fundão,Montijo,203.21,23.18,4.09
Benavente,Montijo,33.85,4.8,3.94
Montijo,Senhora da Hora,276.84,14.65,4.57
Montijo,Tondela,215.3,16.23,0.68
Arrentela,Montijo,14.12,0.79,1.34
Massamá,Montijo,26.64,2.58,3.69
Anadia,Montijo,197.48,23.1,0.53
Montijo,Águas Santas,280.2,31.7,2.08
Estarreja,Montijo,229.76,32.03,3.5
Lamego,Montijo,283.74,36.08,3.99
Montijo,Peniche,81.01,8.68,0.64
Estoril,Montijo,36.71,4.23,4.65
Montemor-o-Velho,Montijo,164.85,13.21,4.67
Montijo,Tavira,209.99,16.45,1.51
Montijo,Odemira,128.06,11.53,0.83
Lourinhã,Montijo,66.42,5.66,3.61
Albergaria-a-Velha,Montijo,224.85,21.57,2.76
Montijo,Pinhal Novo,9.94,1.19,3.45
Montijo,Portalegre,151.15,16.61,1.34
Cartaxo,Montijo,53.32,3.29,2.75
Montijo,Porto de Mós,100.32,6.19,3.68
Montijo,Pontinha,20.67,1.9,1.01
Mirandela,Montijo,344.27,18.88,3.63
Montijo,Vizela,302.93,15.82,2.08
Almeirim,Montijo,64.04,3.82,2.42
Caniço,Montijo,979.51,85.84,0.91
Montijo,São Mamede de Infesta,278.03,14.4,4.89
Fânzeres,Montijo,275.94,26.05,1.4
Montijo,Oliveira do Bairro,205.26,23.87,1.52
Lagoa,Montijo,1456.03,208.52,1.61
Montijo,Vale de Cambra,243.22,18.0,3.11
Montijo,Vagos,206.99,17.86,2.8
Arcos de Valdevez,Montijo,352.45,28.93,3.54
Arouca,Montijo,254.76,34.63,3.86
Lordelo do Ouro,Montijo,273.26,28.5,3.18
Montijo,Salvaterra de Magos,38.93,5.69,2.12
Meixedo,Montijo,396.58,25.87,2.38
Montijo,Póvoa de Lanhoso,323.46,46.91,0.14
Machico,Montijo,969.35,118.53,1.45
Azambuja,Montijo,41.26,4.65,0.52
Montijo,Seia,219.6,29.76,0.18
Montijo,São João da Madeira,247.1,17.44,1.64
Bougado,Montijo,293.94,40.92,0.49
Cacém,Montijo,29.8,2.89,4.56
Montijo,Vialonga,20.97,1.94,2.76
Montijo,Rio Maior,69.86,4.18,2.13
Belas,Montijo,26.05,3.87,2.37
Montijo,Praia da Vitória,1570.77,125.13,1.3
Laranjeira,Montijo,16.06,2.02,0.68
Montijo,Oliveira do Hospital,207.67,23.03,2.09
Montijo,Ul,238.28,31.91,3.29
Montijo,Oliveira de Azemeis,240.89,20.68,4.35
Elvas,Montijo,158.69,9.5,1.33
Baião,Montijo,284.96,23.7,1.2
Costas de Cão,Montijo,20.04,2.03,2.12
Caparica,Montijo,19.08,2.74,4.27
Mealhada,Montijo,191.16,23.5,1.87
Cinfães,Montijo,273.12,21.23,1.09
Entroncamento,Montijo,95.35,8.51,3.8
Celorico de Basto,Montijo,309.16,42.32,4.98
Alfena,Montijo,283.89,17.6,1.71
Coruche,Montijo,47.95,6.58,2.69
Montijo,Piedade,16.45,2.08,3.78
Montijo,Soure,154.36,22.56,1.38
Montijo,Monção,376.39,38.72,1.13
Montijo,Vila Real de Santo António,216.04,13.5,3.24
Amares,Montijo,329.5,48.77,3.21
Camarate,Montijo,18.26,1.68,4.36
Montijo,Sacavém,15.02,2.13,1.15
Mangualde,Montijo,235.21,20.87,3.32
Montijo,Santa Iria da Azóia,18.5,2.42,1.58
Montijo,São Tiago de Custoias,279.21,24.92,3.42
Montijo,Parede,33.19,3.85,0.19
Lousã,Montijo,168.41,20.18,3.07
Alcochete,Montijo,5.74,0.84,3.23
Montemor-o-Novo,Montijo,66.33,6.32,3.49
Montijo,Peso da Régua,291.18,21.51,2.15
Condeixa-a-Nova,Montijo,162.01,17.76,4.69
Montijo,São Pedro do Sul,240.06,35.02,4.16
Montijo,Sobrado de Paiva,266.55,18.15,3.55
Montijo,Ponte de Sôr,103.15,6.31,1.05
Cabeceiras de Basto,Montijo,323.1,19.9,3.62
Montijo,Quarteira,197.17,18.75,5.0
Montijo,Sertã,143.22,16.18,1.49
Batalha,Montijo,106.87,14.99,2.19
Macedo de Cavaleiros,Montijo,358.37,22.24,3.27
Montijo,Ramada,21.69,1.67,4.25
Montijo,Serpa,148.87,9.67,0.73
Castro Daire,Montijo,259.55,38.75,2.27
Montijo,Penacova,183.81,16.48,1.03
Montijo,Moura,147.22,11.33,2.34
Montijo,Sobreda,19.62,2.16,2.41
Montijo,Nazaré,99.68,9.42,1.89
Grândola,Montijo,68.54,5.48,3.99
Anta,Montijo,257.39,22.92,0.28
Falagueira,Montijo,22.58,2.67,1.71
Cadaval,Montijo,61.47,7.17,1.72
Montijo,Valbom,271.89,14.93,4.79
Horta,Montijo,1708.77,206.45,1.35
Estremoz,Montijo,121.54,17.05,3.17
Montijo,Sines,83.84,7.28,2.18
Montijo,São Martinho do Bispo,172.45,13.11,2.68
Montijo,Valença,370.16,29.47,4.26
Gouveia,Montijo,231.69,20.21,3.49
Montijo,Nelas,223.18,28.29,1.39
Gafanha da Nazaré,Montijo,215.26,11.94,1.88
Alcanena,Montijo,87.82,12.4,4.9
Arruda dos Vinhos,Montijo,31.9,3.57,4.16
Montijo,Ribeira Brava,991.19,134.0,1.55
Aldeia de Paio Pires,Montijo,12.28,0.9,3.15
Fátima,Montijo,105.67,14.87,3.46
Bombarral,Montijo,64.39,6.55,1.41
Montijo,Vila Pouca de Aguiar,329.05,29.33,4.11
Miranda do Corvo,Montijo,164.47,16.07,1.46
Lamaçães,Montijo,319.15,25.36,2.46
Alcácer do Sal,Montijo,54.65,4.05,1.84
Montijo,Vieira do Minho,332.98,37.81,4.13
Montijo,Moreira,283.81,37.29,1.09
Aldoar,Montijo,274.92,35.14,2.58
Montijo,São Félix da Marinha,260.34,34.75,3.71
Montijo,Sabugal,244.4,35.09,4.97
Mira,Montijo,192.47,21.03,2.93
Montijo,Sátão,249.74,27.84,0.09
Arcozelo,Montijo,262.57,30.29,4.55
Montijo,Sever do Vouga,229.39,18.84,0.67
Arganil,Montijo,185.8,14.41,1.03
Montijo,Tábua,201.5,17.72,4.39
Montijo,Ponte da Barca,347.78,29.16,4.72
Eiras,Montijo,177.14,26.32,3.64
Alijó,Montijo,312.96,34.55,2.54
Montijo,Vendas Novas,45.36,3.23,0.44
Montijo,Portela,14.61,1.73,2.19
Costa de Caparica,Montijo,23.59,1.9,2.21
Montijo,Óbidos,74.62,10.7,4.47
Ansião,Montijo,142.44,19.04,1.35
Montijo,Santa Comba Dão,201.54,23.15,1.66
Calheta,Montijo,993.33,52.3,0.84
Esmoriz,Montijo,252.35,29.87,3.46
Montijo,São João das Lampas,42.82,4.05,2.07
Montijo,Resende,280.02,29.35,3.04
Montijo,Vila Frescainha,315.93,22.95,0.4
Feira,Montijo,249.31,34.27,2.63
